SA2 - Residence,SA2 - Work place,Count
Blacktown (West),Windsor - Bligh Park,30
Glenwood,Windsor - Bligh Park,31
Parklea - Kellyville Ridge,Windsor - Bligh Park,102
Riverstone - Marsden Park,Windsor - Bligh Park,152
Acacia Gardens,Windsor - Bligh Park,6
Quakers Hill,Windsor - Bligh Park,67
Bidwill - Hebersham - Emerton,Windsor - Bligh Park,30
Glendenning - Dean Park,Windsor - Bligh Park,18
Hassall Grove - Plumpton,Windsor - Bligh Park,54
Lethbridge Park - Tregear,Windsor - Bligh Park,57
Mount Druitt - Whalan,Windsor - Bligh Park,37
Rooty Hill - Minchinbury,Windsor - Bligh Park,39
Marrickville,Windsor - Bligh Park,4
Potts Point - Woolloomooloo,Windsor - Bligh Park,3
Redfern - Chippendale,Windsor - Bligh Park,3
Bondi - Tamarama - Bronte,Windsor - Bligh Park,3
Bondi Junction - Waverly,Windsor - Bligh Park,3
Bass Hill - Georges Hall,Windsor - Bligh Park,3
Greenacre - Mount Lewis,Windsor - Bligh Park,3
Revesby,Windsor - Bligh Park,3
Kingsgrove (North) - Earlwood,Windsor - Bligh Park,5
Bexley,Windsor - Bligh Park,3
Concord West - North Strathfield,Windsor - Bligh Park,4
Five Dock - Abbotsford,Windsor - Bligh Park,5
Ashfield,Windsor - Bligh Park,4
Dulwich Hill - Lewisham,Windsor - Bligh Park,3
Strathfield,Windsor - Bligh Park,4
Chatswood (East) - Artarmon,Windsor - Bligh Park,4
Lane Cove - Greenwich,Windsor - Bligh Park,4
Asquith - Mount Colah,Windsor - Bligh Park,6
Normanhurst - Thornleigh - Westleigh,Windsor - Bligh Park,5
Hornsby - West,Windsor - Bligh Park,4
Gordon - Killara,Windsor - Bligh Park,3
Pymble,Windsor - Bligh Park,6
Turramurra,Windsor - Bligh Park,5
Wahroonga (East) - Warrawee,Windsor - Bligh Park,5
Cremorne - Cammeray,Windsor - Bligh Park,6
Warriewood - Mona Vale,Windsor - Bligh Park,5
Cromer,Windsor - Bligh Park,6
Narrabeen - Collaroy,Windsor - Bligh Park,7
Elderslie - Harrington Park,Windsor - Bligh Park,3
Mount Annan - Currans Hill,Windsor - Bligh Park,3
Bradbury - Wedderburn,Windsor - Bligh Park,8
Campbelltown - Woodbine,Windsor - Bligh Park,5
Claymore - Eagle Vale - Raby,Windsor - Bligh Park,3
Ingleburn - Denham Court,Windsor - Bligh Park,7
Macquarie Fields - Glenfield,Windsor - Bligh Park,10
Rosemeadow - Glen Alpine,Windsor - Bligh Park,3
Bargo,Windsor - Bligh Park,3
Picton - Tahmoor - Buxton,Windsor - Bligh Park,3
The Oaks - Oakdale,Windsor - Bligh Park,4
Blackheath - Megalong Valley,Windsor - Bligh Park,3
Blaxland - Warrimoo - Lapstone,Windsor - Bligh Park,55
Katoomba - Leura,Windsor - Bligh Park,12
Lawson - Hazelbrook - Linden,Windsor - Bligh Park,34
Springwood - Winmalee,Windsor - Bligh Park,105
Wentworth Falls,Windsor - Bligh Park,5
Cambridge Park,Windsor - Bligh Park,72
Castlereagh - Cranebrook,Windsor - Bligh Park,181
Emu Plains - Leonay,Windsor - Bligh Park,36
Glenmore Park - Regentville,Windsor - Bligh Park,77
Jamisontown - South Penrith,Windsor - Bligh Park,62
Kingswood - Werrington,Windsor - Bligh Park,56
Mulgoa - Luddenham - Orchard Hills,Windsor - Bligh Park,34
Penrith,Windsor - Bligh Park,67
Warragamba - Silverdale,Windsor - Bligh Park,16
Richmond - Clarendon,Windsor - Bligh Park,570
Windsor - Bligh Park,Windsor - Bligh Park,1620
Yarramundi - Londonderry,Windsor - Bligh Park,221
Erskine Park,Windsor - Bligh Park,9
St Clair,Windsor - Bligh Park,52
Colyton - Oxley Park,Windsor - Bligh Park,15
St Marys - North St Marys,Windsor - Bligh Park,34
Homebush Bay - Silverwater,Windsor - Bligh Park,6
Auburn - Central,Windsor - Bligh Park,3
Auburn - North,Windsor - Bligh Park,13
Carlingford,Windsor - Bligh Park,14
Ermington - Rydalmere,Windsor - Bligh Park,10
Oatlands - Dundas Valley,Windsor - Bligh Park,4
Granville - Clyde,Windsor - Bligh Park,15
Greystanes - Pemulwuy,Windsor - Bligh Park,15
Guildford - South Granville,Windsor - Bligh Park,4
Guildford West - Merrylands West,Windsor - Bligh Park,4
Merrylands - Holroyd,Windsor - Bligh Park,13
North Parramatta,Windsor - Bligh Park,11
North Rocks,Windsor - Bligh Park,5
Northmead,Windsor - Bligh Park,12
Parramatta - Rosehill,Windsor - Bligh Park,15
Toongabbie - Constitution Hill,Windsor - Bligh Park,29
Winston Hills,Windsor - Bligh Park,14
Pendle Hill - Girraween,Windsor - Bligh Park,4
Wentworthville - Westmead,Windsor - Bligh Park,6
Epping - North Epping,Windsor - Bligh Park,6
Pennant Hills - Cheltenham,Windsor - Bligh Park,10
Eastwood - Denistone,Windsor - Bligh Park,7
Macquarie Park - Marsfield,Windsor - Bligh Park,5
Ryde,Windsor - Bligh Park,4
Cobbitty - Leppington,Windsor - Bligh Park,5
Hinchinbrook,Windsor - Bligh Park,6
Hoxton Park - Carnes Hill - Horningsea Park,Windsor - Bligh Park,4
West Hoxton - Middleton Grange,Windsor - Bligh Park,9
Bonnyrigg Heights - Bonnyrigg,Windsor - Bligh Park,7
Bossley Park - Abbotsbury,Windsor - Bligh Park,8
Cabramatta - Lansvale,Windsor - Bligh Park,6
Cabramatta West - Mount Pritchard,Windsor - Bligh Park,7
Canley Vale - Canley Heights,Windsor - Bligh Park,3
Edensor Park,Windsor - Bligh Park,3
Fairfield - West,Windsor - Bligh Park,4
Greenfield Park - Prairiewood,Windsor - Bligh Park,4
Smithfield - Wetherill Park,Windsor - Bligh Park,9
Casula,Windsor - Bligh Park,4
Chipping Norton - Moorebank,Windsor - Bligh Park,7
Liverpool,Windsor - Bligh Park,7
Caringbah,Windsor - Bligh Park,3
Menai - Lucas Heights - Woronora,Windsor - Bligh Park,5
Loftus - Yarrawarrah,Windsor - Bligh Park,7
Migratory - Offshore - Shipping (NSW),Windsor - Bligh Park,4
Umina - Booker Bay - Patonga,Yarramundi - Londonderry,5
Budgewoi - Buff Point - Halekulani,Yarramundi - Londonderry,3
Warnervale - Wadalba,Yarramundi - Londonderry,5
Singleton Region,Yarramundi - Londonderry,4
Kempsey,Yarramundi - Londonderry,4
Baulkham Hills (West) - Bella Vista,Yarramundi - Londonderry,3
Glenhaven,Yarramundi - Londonderry,4
Castle Hill - East,Yarramundi - Londonderry,5
Castle Hill - North,Yarramundi - Londonderry,7
Kellyville,Yarramundi - Londonderry,7
Dural - Kenthurst - Wisemans Ferry,Yarramundi - Londonderry,9
Bilpin - Colo - St Albans,Yarramundi - Londonderry,3
Kurrajong Heights - Ebenezer,Yarramundi - Londonderry,124
Pitt Town - McGraths Hill,Yarramundi - Londonderry,34
Rouse Hill - Beaumont Hills,Yarramundi - Londonderry,13
Blacktown (East) - Kings Park,Yarramundi - Londonderry,9
Blacktown (North) - Marayong,Yarramundi - Londonderry,7
Doonside - Woodcroft,Yarramundi - Londonderry,11
Lalor Park - Kings Langley,Yarramundi - Londonderry,3
Blacktown (South),Yarramundi - Londonderry,3
Blacktown (West),Yarramundi - Londonderry,7
Glenwood,Yarramundi - Londonderry,4
Parklea - Kellyville Ridge,Yarramundi - Londonderry,19
Riverstone - Marsden Park,Yarramundi - Londonderry,28
Acacia Gardens,Yarramundi - Londonderry,4
Quakers Hill,Yarramundi - Londonderry,22
Bidwill - Hebersham - Emerton,Yarramundi - Londonderry,14
Glendenning - Dean Park,Yarramundi - Londonderry,13
Hassall Grove - Plumpton,Yarramundi - Londonderry,20
Lethbridge Park - Tregear,Yarramundi - Londonderry,14
Mount Druitt - Whalan,Yarramundi - Londonderry,12
Rooty Hill - Minchinbury,Yarramundi - Londonderry,18
Sans Souci - Ramsgate,Yarramundi - Londonderry,3
Burwood - Croydon,Yarramundi - Londonderry,4
Camden - Ellis Lane,Yarramundi - Londonderry,4
Elderslie - Harrington Park,Yarramundi - Londonderry,6
Mount Annan - Currans Hill,Yarramundi - Londonderry,8
Claymore - Eagle Vale - Raby,Yarramundi - Londonderry,8
Macquarie Fields - Glenfield,Yarramundi - Londonderry,3
Minto - St Andrews,Yarramundi - Londonderry,3
Bargo,Yarramundi - Londonderry,4
Picton - Tahmoor - Buxton,Yarramundi - Londonderry,7
Blaxland - Warrimoo - Lapstone,Yarramundi - Londonderry,22
Katoomba - Leura,Yarramundi - Londonderry,5
Lawson - Hazelbrook - Linden,Yarramundi - Londonderry,11
Springwood - Winmalee,Yarramundi - Londonderry,37
Cambridge Park,Yarramundi - Londonderry,47
Castlereagh - Cranebrook,Yarramundi - Londonderry,82
Emu Plains - Leonay,Yarramundi - Londonderry,28
Glenmore Park - Regentville,Yarramundi - Londonderry,34
Jamisontown - South Penrith,Yarramundi - Londonderry,31
Kingswood - Werrington,Yarramundi - Londonderry,28
Mulgoa - Luddenham - Orchard Hills,Yarramundi - Londonderry,20
Penrith,Yarramundi - Londonderry,30
Richmond - Clarendon,Yarramundi - Londonderry,107
Windsor - Bligh Park,Yarramundi - Londonderry,114
Yarramundi - Londonderry,Yarramundi - Londonderry,676
Erskine Park,Yarramundi - Londonderry,10
St Clair,Yarramundi - Londonderry,20
Colyton - Oxley Park,Yarramundi - Londonderry,15
St Marys - North St Marys,Yarramundi - Londonderry,11
Carlingford,Yarramundi - Londonderry,3
Chester Hill - Sefton,Yarramundi - Londonderry,4
Merrylands - Holroyd,Yarramundi - Londonderry,4
Eastwood - Denistone,Yarramundi - Londonderry,4
Ashcroft - Busby - Miller,Yarramundi - Londonderry,4
Austral - Greendale,Yarramundi - Londonderry,5
Cobbitty - Leppington,Yarramundi - Londonderry,3
Cecil Hills,Yarramundi - Londonderry,3
Green Valley,Yarramundi - Londonderry,3
Hinchinbrook,Yarramundi - Londonderry,3
Bonnyrigg Heights - Bonnyrigg,Yarramundi - Londonderry,7
Cabramatta - Lansvale,Yarramundi - Londonderry,16
Cabramatta West - Mount Pritchard,Yarramundi - Londonderry,16
Smithfield - Wetherill Park,Yarramundi - Londonderry,4
St Johns Park - Wakeley,Yarramundi - Londonderry,3
Chipping Norton - Moorebank,Yarramundi - Londonderry,3
Liverpool,Yarramundi - Londonderry,4
Caringbah South,Yarramundi - Londonderry,4
No Usual Address (NSW),Yarramundi - Londonderry,3
Goulburn,Erskine Park,4
Calga - Kulnura,Erskine Park,6
Niagara Park - Lisarow,Erskine Park,3
Bateau Bay - Killarney Vale,Erskine Park,3
Blue Haven - San Remo,Erskine Park,7
The Entrance,Erskine Park,3
Warnervale - Wadalba,Erskine Park,3
Sawtell - Boambee,Erskine Park,5
Nelson Bay Peninsula,Erskine Park,5
Unanderra - Mount Kembla,Erskine Park,3
Balgownie - Fairy Meadow,Erskine Park,5
Belmont - Bennetts Green,Erskine Park,3
Newcastle - Cooks Hill,Erskine Park,5
Hill Top - Colo Vale,Erskine Park,7
Mittagong,Erskine Park,4
Baulkham Hills (East),Erskine Park,26
Baulkham Hills (West) - Bella Vista,Erskine Park,10
West Pennant Hills,Erskine Park,5
Castle Hill - Central,Erskine Park,3
Castle Hill - East,Erskine Park,4
Castle Hill - North,Erskine Park,7
Castle Hill - South,Erskine Park,6
Cherrybrook,Erskine Park,11
Kellyville,Erskine Park,14
Dural - Kenthurst - Wisemans Ferry,Erskine Park,13
Bilpin - Colo - St Albans,Erskine Park,3
Kurrajong Heights - Ebenezer,Erskine Park,31
Pitt Town - McGraths Hill,Erskine Park,21
Rouse Hill - Beaumont Hills,Erskine Park,40
Blacktown (East) - Kings Park,Erskine Park,52
Blacktown (North) - Marayong,Erskine Park,67
Doonside - Woodcroft,Erskine Park,87
Lalor Park - Kings Langley,Erskine Park,61
Seven Hills - Toongabbie,Erskine Park,50
Blacktown (South),Erskine Park,30
Blacktown (West),Erskine Park,66
Glenwood,Erskine Park,24
Parklea - Kellyville Ridge,Erskine Park,42
Riverstone - Marsden Park,Erskine Park,41
Acacia Gardens,Erskine Park,16
Quakers Hill,Erskine Park,66
Bidwill - Hebersham - Emerton,Erskine Park,124
Glendenning - Dean Park,Erskine Park,52
Hassall Grove - Plumpton,Erskine Park,134
Lethbridge Park - Tregear,Erskine Park,152
Mount Druitt - Whalan,Erskine Park,120
Rooty Hill - Minchinbury,Erskine Park,136
Marrickville,Erskine Park,6
Petersham - Stanmore,Erskine Park,4
Glebe - Forest Lodge,Erskine Park,3
Pyrmont - Ultimo,Erskine Park,4
Bondi Junction - Waverly,Erskine Park,3
Dover Heights,Erskine Park,3
Randwick - North,Erskine Park,3
Randwick - South,Erskine Park,4
Bass Hill - Georges Hall,Erskine Park,13
Condell Park,Erskine Park,6
Greenacre - Mount Lewis,Erskine Park,6
Padstow,Erskine Park,12
Panania - Milperra - Picnic Point,Erskine Park,17
Revesby,Erskine Park,10
Yagoona - Birrong,Erskine Park,20
Bankstown - North,Erskine Park,9
Bankstown - South,Erskine Park,8
Belmore - Belfield,Erskine Park,6
Canterbury (South) - Campsie,Erskine Park,11
Kingsgrove (North) - Earlwood,Erskine Park,5
Punchbowl,Erskine Park,6
Roselands,Erskine Park,7
Lakemba,Erskine Park,9
Hurstville,Erskine Park,4
Mortdale - Penshurst,Erskine Park,6
Narwee - Beverly Hills,Erskine Park,9
Oatley - Hurstville Grove,Erskine Park,3
Peakhurst - Lugarno,Erskine Park,3
South Hurstville - Blakehurst,Erskine Park,4
Arncliffe - Bardwell Valley,Erskine Park,4
Bexley,Erskine Park,7
Kingsgrove (South) - Bardwell Park,Erskine Park,4
Concord - Mortlake - Cabarita,Erskine Park,3
Concord West - North Strathfield,Erskine Park,5
Drummoyne - Rodd Point,Erskine Park,3
Five Dock - Abbotsford,Erskine Park,10
Leichhardt - Annandale,Erskine Park,8
Ashfield,Erskine Park,7
Burwood - Croydon,Erskine Park,5
Canterbury (North) - Ashbury,Erskine Park,4
Dulwich Hill - Lewisham,Erskine Park,5
Homebush,Erskine Park,13
Strathfield,Erskine Park,9
Chatswood (West) - Lane Cove North,Erskine Park,3
Willoughby - Castle Cove - Northbridge,Erskine Park,4
Asquith - Mount Colah,Erskine Park,8
Lindfield - Roseville,Erskine Park,3
Pymble,Erskine Park,3
Mosman,Erskine Park,6
Warriewood - Mona Vale,Erskine Park,4
Frenchs Forest - Belrose,Erskine Park,5
Camden - Ellis Lane,Erskine Park,23
Elderslie - Harrington Park,Erskine Park,23
Mount Annan - Currans Hill,Erskine Park,58
Bradbury - Wedderburn,Erskine Park,32
Campbelltown - Woodbine,Erskine Park,26
Claymore - Eagle Vale - Raby,Erskine Park,38
Ingleburn - Denham Court,Erskine Park,24
Leumeah - Minto Heights,Erskine Park,30
Macquarie Fields - Glenfield,Erskine Park,28
Minto - St Andrews,Erskine Park,29
Rosemeadow - Glen Alpine,Erskine Park,32
Douglas Park - Appin,Erskine Park,5
Picton - Tahmoor - Buxton,Erskine Park,12
The Oaks - Oakdale,Erskine Park,10
Blaxland - Warrimoo - Lapstone,Erskine Park,64
Katoomba - Leura,Erskine Park,3
Lawson - Hazelbrook - Linden,Erskine Park,23
Springwood - Winmalee,Erskine Park,44
Cambridge Park,Erskine Park,88
Castlereagh - Cranebrook,Erskine Park,119
Emu Plains - Leonay,Erskine Park,60
Glenmore Park - Regentville,Erskine Park,119
Jamisontown - South Penrith,Erskine Park,76
Kingswood - Werrington,Erskine Park,107
Mulgoa - Luddenham - Orchard Hills,Erskine Park,47
Penrith,Erskine Park,61
Warragamba - Silverdale,Erskine Park,30
Richmond - Clarendon,Erskine Park,31
Windsor - Bligh Park,Erskine Park,32
Yarramundi - Londonderry,Erskine Park,20
Erskine Park,Erskine Park,330
St Clair,Erskine Park,281
Colyton - Oxley Park,Erskine Park,123
St Marys - North St Marys,Erskine Park,157
Homebush Bay - Silverwater,Erskine Park,7
Auburn - Central,Erskine Park,19
Auburn - North,Erskine Park,10
Auburn - South,Erskine Park,5
Berala,Erskine Park,10
Lidcombe,Erskine Park,13
Regents Park,Erskine Park,6
Carlingford,Erskine Park,13
Ermington - Rydalmere,Erskine Park,15
Oatlands - Dundas Valley,Erskine Park,6
Chester Hill - Sefton,Erskine Park,20
Fairfield - East,Erskine Park,26
Granville - Clyde,Erskine Park,16
Greystanes - Pemulwuy,Erskine Park,50
Guildford - South Granville,Erskine Park,12
Guildford West - Merrylands West,Erskine Park,35
Merrylands - Holroyd,Erskine Park,20
North Parramatta,Erskine Park,24
North Rocks,Erskine Park,10
Northmead,Erskine Park,15
Parramatta - Rosehill,Erskine Park,37
Toongabbie - Constitution Hill,Erskine Park,38
Winston Hills,Erskine Park,9
Pendle Hill - Girraween,Erskine Park,29
Wentworthville - Westmead,Erskine Park,28
Epping - North Epping,Erskine Park,6
Pennant Hills - Cheltenham,Erskine Park,4
Eastwood - Denistone,Erskine Park,6
Gladesville - Huntleys Point,Erskine Park,3
Macquarie Park - Marsfield,Erskine Park,3
North Ryde - East Ryde,Erskine Park,3
West Ryde - Meadowbank,Erskine Park,7
Ryde,Erskine Park,8
Ashcroft - Busby - Miller,Erskine Park,34
Austral - Greendale,Erskine Park,20
Cobbitty - Leppington,Erskine Park,42
Cecil Hills,Erskine Park,20
Green Valley,Erskine Park,38
Hinchinbrook,Erskine Park,48
Hoxton Park - Carnes Hill - Horningsea Park,Erskine Park,42
West Hoxton - Middleton Grange,Erskine Park,42
Bonnyrigg Heights - Bonnyrigg,Erskine Park,46
Bossley Park - Abbotsbury,Erskine Park,43
Cabramatta - Lansvale,Erskine Park,53
Cabramatta West - Mount Pritchard,Erskine Park,43
Canley Vale - Canley Heights,Erskine Park,48
Edensor Park,Erskine Park,32
Fairfield,Erskine Park,25
Fairfield - West,Erskine Park,45
Greenfield Park - Prairiewood,Erskine Park,22
Horsley Park - Kemps Creek,Erskine Park,11
Smithfield - Wetherill Park,Erskine Park,43
St Johns Park - Wakeley,Erskine Park,25
Casula,Erskine Park,27
Chipping Norton - Moorebank,Erskine Park,33
Holsworthy - Wattle Grove,Erskine Park,25
Liverpool,Erskine Park,58
Lurnea - Cartwright,Erskine Park,24
Prestons - Edmondson Park,Erskine Park,64
Warwick Farm,Erskine Park,11
Sylvania - Taren Point,Erskine Park,6
Caringbah,Erskine Park,5
Caringbah South,Erskine Park,3
Woolaware - Burraneer,Erskine Park,3
Heathcote - Waterfall,Erskine Park,4
Menai - Lucas Heights - Woronora,Erskine Park,11
Oyster Bay - Como - Jannali,Erskine Park,9
Sutherland - Kirrawee,Erskine Park,3
Engadine,Erskine Park,4
No Usual Address (NSW),Erskine Park,5
Goulburn,St Clair,5
Saratoga - Davistown,St Clair,3
Bateau Bay - Killarney Vale,St Clair,3
Baulkham Hills (East),St Clair,3
Baulkham Hills (West) - Bella Vista,St Clair,3
Castle Hill - Central,St Clair,5
Castle Hill - North,St Clair,7
Kellyville,St Clair,11
Kurrajong Heights - Ebenezer,St Clair,10
Rouse Hill - Beaumont Hills,St Clair,11
Blacktown (East) - Kings Park,St Clair,7
Blacktown (North) - Marayong,St Clair,8
Doonside - Woodcroft,St Clair,6
Lalor Park - Kings Langley,St Clair,4
Seven Hills - Toongabbie,St Clair,9
Blacktown (South),St Clair,15
Blacktown (West),St Clair,3
Parklea - Kellyville Ridge,St Clair,10
Riverstone - Marsden Park,St Clair,4
Acacia Gardens,St Clair,3
Quakers Hill,St Clair,5
Bidwill - Hebersham - Emerton,St Clair,15
Hassall Grove - Plumpton,St Clair,21
Lethbridge Park - Tregear,St Clair,23
Mount Druitt - Whalan,St Clair,35
Rooty Hill - Minchinbury,St Clair,20
Concord - Mortlake - Cabarita,St Clair,4
Strathfield,St Clair,5
Blaxland - Warrimoo - Lapstone,St Clair,35
Lawson - Hazelbrook - Linden,St Clair,3
Springwood - Winmalee,St Clair,23
Cambridge Park,St Clair,22
Castlereagh - Cranebrook,St Clair,52
Emu Plains - Leonay,St Clair,26
Glenmore Park - Regentville,St Clair,54
Jamisontown - South Penrith,St Clair,34
Kingswood - Werrington,St Clair,39
Mulgoa - Luddenham - Orchard Hills,St Clair,29
Penrith,St Clair,15
Warragamba - Silverdale,St Clair,8
Richmond - Clarendon,St Clair,3
Windsor - Bligh Park,St Clair,8
Erskine Park,St Clair,93
St Clair,St Clair,892
Colyton - Oxley Park,St Clair,57
St Marys - North St Marys,St Clair,55
Auburn - Central,St Clair,3
Auburn - North,St Clair,6
Carlingford,St Clair,7
Fairfield - East,St Clair,3
Granville - Clyde,St Clair,5
Greystanes - Pemulwuy,St Clair,9
Merrylands - Holroyd,St Clair,4
Parramatta - Rosehill,St Clair,9
Toongabbie - Constitution Hill,St Clair,3
Winston Hills,St Clair,5
Pendle Hill - Girraween,St Clair,4
Wentworthville - Westmead,St Clair,6
Cobbitty - Leppington,St Clair,6
Hinchinbrook,St Clair,3
West Hoxton - Middleton Grange,St Clair,5
Bonnyrigg Heights - Bonnyrigg,St Clair,5
Bossley Park - Abbotsbury,St Clair,4
Cabramatta West - Mount Pritchard,St Clair,9
Horsley Park - Kemps Creek,St Clair,6
Baulkham Hills (East),Colyton - Oxley Park,7
Baulkham Hills (West) - Bella Vista,Colyton - Oxley Park,3
Castle Hill - Central,Colyton - Oxley Park,4
Cherrybrook,Colyton - Oxley Park,3
Kurrajong Heights - Ebenezer,Colyton - Oxley Park,3
Pitt Town - McGraths Hill,Colyton - Oxley Park,5
Rouse Hill - Beaumont Hills,Colyton - Oxley Park,5
Blacktown (East) - Kings Park,Colyton - Oxley Park,7
Doonside - Woodcroft,Colyton - Oxley Park,3
Lalor Park - Kings Langley,Colyton - Oxley Park,8
Seven Hills - Toongabbie,Colyton - Oxley Park,5
Blacktown (West),Colyton - Oxley Park,7
Parklea - Kellyville Ridge,Colyton - Oxley Park,8
Riverstone - Marsden Park,Colyton - Oxley Park,3
Quakers Hill,Colyton - Oxley Park,9
Bidwill - Hebersham - Emerton,Colyton - Oxley Park,21
Hassall Grove - Plumpton,Colyton - Oxley Park,22
Lethbridge Park - Tregear,Colyton - Oxley Park,15
Mount Druitt - Whalan,Colyton - Oxley Park,40
Rooty Hill - Minchinbury,Colyton - Oxley Park,28
Revesby,Colyton - Oxley Park,4
Concord West - North Strathfield,Colyton - Oxley Park,4
Lane Cove - Greenwich,Colyton - Oxley Park,3
Asquith - Mount Colah,Colyton - Oxley Park,4
Manly Vale - Allambie Heights,Colyton - Oxley Park,3
Ingleburn - Denham Court,Colyton - Oxley Park,6
The Oaks - Oakdale,Colyton - Oxley Park,3
Blaxland - Warrimoo - Lapstone,Colyton - Oxley Park,20
Katoomba - Leura,Colyton - Oxley Park,3
Lawson - Hazelbrook - Linden,Colyton - Oxley Park,9
Springwood - Winmalee,Colyton - Oxley Park,19
Cambridge Park,Colyton - Oxley Park,18
Castlereagh - Cranebrook,Colyton - Oxley Park,22
Emu Plains - Leonay,Colyton - Oxley Park,22
Glenmore Park - Regentville,Colyton - Oxley Park,23
Jamisontown - South Penrith,Colyton - Oxley Park,24
Kingswood - Werrington,Colyton - Oxley Park,39
Mulgoa - Luddenham - Orchard Hills,Colyton - Oxley Park,4
Penrith,Colyton - Oxley Park,7
Warragamba - Silverdale,Colyton - Oxley Park,6
Richmond - Clarendon,Colyton - Oxley Park,5
Windsor - Bligh Park,Colyton - Oxley Park,4
Yarramundi - Londonderry,Colyton - Oxley Park,4
Erskine Park,Colyton - Oxley Park,18
St Clair,Colyton - Oxley Park,60
Colyton - Oxley Park,Colyton - Oxley Park,314
St Marys - North St Marys,Colyton - Oxley Park,51
Auburn - Central,Colyton - Oxley Park,5
Auburn - South,Colyton - Oxley Park,3
Carlingford,Colyton - Oxley Park,3
Greystanes - Pemulwuy,Colyton - Oxley Park,4
North Parramatta,Colyton - Oxley Park,3
Northmead,Colyton - Oxley Park,3
Parramatta - Rosehill,Colyton - Oxley Park,7
Toongabbie - Constitution Hill,Colyton - Oxley Park,4
Ryde,Colyton - Oxley Park,4
Cobbitty - Leppington,Colyton - Oxley Park,6
Cecil Hills,Colyton - Oxley Park,4
Green Valley,Colyton - Oxley Park,12
West Hoxton - Middleton Grange,Colyton - Oxley Park,3
Bossley Park - Abbotsbury,Colyton - Oxley Park,4
Fairfield - West,Colyton - Oxley Park,4
Greenfield Park - Prairiewood,Colyton - Oxley Park,3
Avoca Beach - Copacabana,St Marys - North St Marys,3
Kariong,St Marys - North St Marys,4
Saratoga - Davistown,St Marys - North St Marys,3
Terrigal - North Avoca,St Marys - North St Marys,5
Blue Haven - San Remo,St Marys - North St Marys,4
Budgewoi - Buff Point - Halekulani,St Marys - North St Marys,4
Chittaway Bay - Tumbi Umbi,St Marys - North St Marys,4
Gorokan - Kanwal - Charmhaven,St Marys - North St Marys,5
Toukley - Norah Head,St Marys - North St Marys,3
Warnervale - Wadalba,St Marys - North St Marys,10
Lithgow,St Marys - North St Marys,5
Lithgow Region,St Marys - North St Marys,4
Nelson Bay Peninsula,St Marys - North St Marys,3
Williamtown - Medowie - Karuah,St Marys - North St Marys,4
Dapto - Avondale,St Marys - North St Marys,4
Kiama Hinterland - Gerringong,St Marys - North St Marys,3
Shellharbour - Flinders,St Marys - North St Marys,7
Warilla,St Marys - North St Marys,9
Corrimal - Tarrawanna - Bellambi,St Marys - North St Marys,4
Woonona - Bulli - Russell Vale,St Marys - North St Marys,3
Bonnells Bay - Silverwater,St Marys - North St Marys,4
Moss Vale - Berrima,St Marys - North St Marys,3
Baulkham Hills (East),St Marys - North St Marys,37
Baulkham Hills (West) - Bella Vista,St Marys - North St Marys,39
Glenhaven,St Marys - North St Marys,7
West Pennant Hills,St Marys - North St Marys,14
Castle Hill - Central,St Marys - North St Marys,24
Castle Hill - North,St Marys - North St Marys,16
Castle Hill - South,St Marys - North St Marys,7
Castle Hill - West,St Marys - North St Marys,9
Cherrybrook,St Marys - North St Marys,14
Kellyville,St Marys - North St Marys,42
Dural - Kenthurst - Wisemans Ferry,St Marys - North St Marys,27
Galston - Laughtondale,St Marys - North St Marys,7
Bilpin - Colo - St Albans,St Marys - North St Marys,5
Kurrajong Heights - Ebenezer,St Marys - North St Marys,106
Pitt Town - McGraths Hill,St Marys - North St Marys,45
Rouse Hill - Beaumont Hills,St Marys - North St Marys,41
Blacktown (East) - Kings Park,St Marys - North St Marys,72
Blacktown (North) - Marayong,St Marys - North St Marys,84
Doonside - Woodcroft,St Marys - North St Marys,95
Lalor Park - Kings Langley,St Marys - North St Marys,58
Seven Hills - Toongabbie,St Marys - North St Marys,69
Blacktown (South),St Marys - North St Marys,43
Blacktown (West),St Marys - North St Marys,74
Glenwood,St Marys - North St Marys,47
Parklea - Kellyville Ridge,St Marys - North St Marys,76
Riverstone - Marsden Park,St Marys - North St Marys,85
Acacia Gardens,St Marys - North St Marys,11
Quakers Hill,St Marys - North St Marys,88
Bidwill - Hebersham - Emerton,St Marys - North St Marys,264
Glendenning - Dean Park,St Marys - North St Marys,62
Hassall Grove - Plumpton,St Marys - North St Marys,217
Lethbridge Park - Tregear,St Marys - North St Marys,401
Mount Druitt - Whalan,St Marys - North St Marys,240
Rooty Hill - Minchinbury,St Marys - North St Marys,189
Botany,St Marys - North St Marys,4
Mascot - Eastlakes,St Marys - North St Marys,6
Marrickville,St Marys - North St Marys,5
Petersham - Stanmore,St Marys - North St Marys,6
Glebe - Forest Lodge,St Marys - North St Marys,3
Sydney - Haymarket - The Rocks,St Marys - North St Marys,9
Waterloo - Beaconsfield,St Marys - North St Marys,3
Bondi - Tamarama - Bronte,St Marys - North St Marys,3
Bondi Beach - North Bondi,St Marys - North St Marys,5
Double Bay - Bellevue Hill,St Marys - North St Marys,5
Dover Heights,St Marys - North St Marys,4
Coogee - Clovelly,St Marys - North St Marys,5
Bass Hill - Georges Hall,St Marys - North St Marys,9
Condell Park,St Marys - North St Marys,4
