SA2 - Residence,Method of Travel to Work,Count
Port Macquarie Region,Not applicable,3003
Wauchope,Not applicable,6905
Gloucester,Not applicable,3218
Old Bar - Manning Point - Red Head,Not applicable,6659
Taree,Not applicable,13850
Taree Region,Not applicable,8145
Wingham,Not applicable,3511
Albury - East,Not applicable,7617
Albury - North,Not applicable,5611
Albury - South,Not applicable,5628
Albury Region,Not applicable,6329
Lavington,Not applicable,8663
Hay,Not applicable,1660
Wentworth - Buronga,Not applicable,3590
Wentworth-Balranald Region,Not applicable,2000
Corowa,Not applicable,3266
Corowa Region,Not applicable,3990
Deniliquin,Not applicable,4344
Deniliquin Region,Not applicable,3706
Moama,Not applicable,3406
Tocumwal - Finley - Jerilderie,Not applicable,5902
Armidale,Not applicable,13716
Armidale Region - North,Not applicable,2444
Armidale Region - South,Not applicable,3282
Walcha,Not applicable,1758
Glen Innes,Not applicable,5609
Inverell,Not applicable,7124
Inverell Region - East,Not applicable,3380
Inverell Region - West,Not applicable,3621
Tenterfield,Not applicable,4263
Moree,Not applicable,4905
Moree Region,Not applicable,2968
Narrabri,Not applicable,4015
Narrabri Region,Not applicable,2729
Gunnedah,Not applicable,5301
Gunnedah Region,Not applicable,2217
Quirindi,Not applicable,4670
Tamworth - East,Not applicable,11260
Tamworth - North,Not applicable,8424
Tamworth - West,Not applicable,3620
Tamworth Region,Not applicable,10254
Belmont - Bennetts Green,Not applicable,10074
Belmont South - Blacksmiths,Not applicable,3363
Charlestown - Dudley,Not applicable,12902
Glendale - Cardiff - Hillsborough,Not applicable,12491
Mount Hutton - Windale,Not applicable,5657
Redhead,Not applicable,2008
Swansea - Caves Beach,Not applicable,6932
Valentine - Eleebana,Not applicable,6373
Warners Bay - Boolaroo,Not applicable,7264
Bolton Point - Teralba,Not applicable,5208
Bonnells Bay - Silverwater,Not applicable,5122
Edgeworth - Cameron Park,Not applicable,7494
Morisset - Cooranbong,Not applicable,9299
Toronto - Awaba,Not applicable,8135
Wangi Wangi - Rathmines,Not applicable,5133
West Wallsend - Barnsley - Killingworth,Not applicable,3470
Adamstown - Kotara,Not applicable,7994
Beresfield - Hexham,Not applicable,5172
Hamilton - Broadmeadow,Not applicable,6172
Lambton - New Lambton,Not applicable,8534
Maryland - Fletcher - Minmi,Not applicable,6871
Mayfield - Warabrook,Not applicable,7925
Merewether - The Junction,Not applicable,6431
Newcastle - Cooks Hill,Not applicable,4787
Newcastle Port - Kooragang,Not applicable,12
Shortland - Jesmond,Not applicable,7327
Stockton - Fullerton Cove,Not applicable,4765
Wallsend - Elermore Vale,Not applicable,11392
Waratah - North Lambton,Not applicable,6587
Wickham - Carrington - Tighes Hill,Not applicable,3770
Ballina,Not applicable,10767
Ballina Region,Not applicable,9553
Bangalow,Not applicable,3084
Brunswick Heads - Ocean Shores,Not applicable,4753
Byron Bay,Not applicable,5202
Evans Head,Not applicable,3277
Lennox Head - Skennars Head,Not applicable,3953
Mullumbimby,Not applicable,4853
Casino,Not applicable,8016
Casino Region,Not applicable,4292
Goonellabah,Not applicable,7651
Kyogle,Not applicable,4653
Lismore,Not applicable,9256
Lismore Region,Not applicable,8220
Kingscliff - Fingal Head,Not applicable,7674
Murwillumbah,Not applicable,5696
Murwillumbah Region,Not applicable,5725
Pottsville,Not applicable,7695
Tweed Heads,Not applicable,12150
Banora Point,Not applicable,9413
Terranora - North Tumblegum,Not applicable,1711
Tweed Heads South,Not applicable,5577
Griffith (NSW),Not applicable,10643
Griffith Region,Not applicable,6657
Leeton,Not applicable,5828
Narrandera,Not applicable,3631
Tumbarumba,Not applicable,1990
Tumut,Not applicable,3790
Tumut Region,Not applicable,2640
Cootamundra,Not applicable,4761
Gundagai,Not applicable,2014
Junee,Not applicable,3952
Temora,Not applicable,4005
Wagga Wagga - East,Not applicable,8676
Wagga Wagga - North,Not applicable,2193
Wagga Wagga - South,Not applicable,11304
Wagga Wagga - West,Not applicable,6548
Wagga Wagga Region,Not applicable,7848
Berry - Kangaroo Valley,Not applicable,5332
Callala Bay - Currarong,Not applicable,2351
Culburra Beach,Not applicable,3224
Ettrema - Sassafras - Budawang,Not applicable,32
Huskisson - Vincentia,Not applicable,2511
North Nowra - Bomaderry,Not applicable,9313
Nowra,Not applicable,12876
St Georges Basin - Erowal Bay,Not applicable,9515
Sussex Inlet - Berrara,Not applicable,3118
Tomerong - Wandandian - Woollamia,Not applicable,1820
Ulladulla,Not applicable,9942
Ulladulla Region,Not applicable,3186
Bowral,Not applicable,7976
Hill Top - Colo Vale,Not applicable,3123
Mittagong,Not applicable,5051
Moss Vale - Berrima,Not applicable,5515
Robertson - Fitzroy Falls,Not applicable,1888
Southern Highlands,Not applicable,3688
Baulkham Hills (East),Not applicable,11746
Baulkham Hills (West) - Bella Vista,Not applicable,9478
Glenhaven,Not applicable,3251
West Pennant Hills,Not applicable,6103
Castle Hill - Central,Not applicable,3787
Castle Hill - East,Not applicable,3427
Castle Hill - North,Not applicable,5972
Castle Hill - South,Not applicable,4770
Castle Hill - West,Not applicable,2486
Cherrybrook,Not applicable,9420
Kellyville,Not applicable,11087
Dural - Kenthurst - Wisemans Ferry,Not applicable,10449
Galston - Laughtondale,Not applicable,2656
Bilpin - Colo - St Albans,Not applicable,1482
Kurrajong Heights - Ebenezer,Not applicable,10479
Pitt Town - McGraths Hill,Not applicable,5029
Rouse Hill - Beaumont Hills,Not applicable,10802
Blacktown (East) - Kings Park,Not applicable,9101
Blacktown (North) - Marayong,Not applicable,10089
Doonside - Woodcroft,Not applicable,12280
Lalor Park - Kings Langley,Not applicable,13119
Seven Hills - Toongabbie,Not applicable,12908
Blacktown (South),Not applicable,6887
Blacktown (West),Not applicable,8883
Glenwood,Not applicable,7741
Parklea - Kellyville Ridge,Not applicable,16566
Riverstone - Marsden Park,Not applicable,8898
Acacia Gardens,Not applicable,1723
Quakers Hill,Not applicable,11049
Bidwill - Hebersham - Emerton,Not applicable,12687
Glendenning - Dean Park,Not applicable,4444
Hassall Grove - Plumpton,Not applicable,10886
Lethbridge Park - Tregear,Not applicable,13640
Mount Druitt - Whalan,Not applicable,14753
Prospect Reservoir,Not applicable,20
Rooty Hill - Minchinbury,Not applicable,11299
Banksmeadow,Not applicable,6
Botany,Not applicable,5191
Mascot - Eastlakes,Not applicable,12166
