SA2 - Residence,Method of Travel to Work,Count
Belmore - Belfield,"Car as driver, motorbike/scooter",3
Canterbury (South) - Campsie,"Car as driver, motorbike/scooter",6
Kingsgrove (North) - Earlwood,"Car as driver, motorbike/scooter",11
Punchbowl,"Car as driver, motorbike/scooter",4
Lakemba,"Car as driver, motorbike/scooter",3
Peakhurst - Lugarno,"Car as driver, motorbike/scooter",6
Arncliffe - Bardwell Valley,"Car as driver, motorbike/scooter",4
Bexley,"Car as driver, motorbike/scooter",10
Monterey - Brighton-le-Sands - Kyeemagh,"Car as driver, motorbike/scooter",5
Rockdale - Banksia,"Car as driver, motorbike/scooter",4
Concord - Mortlake - Cabarita,"Car as driver, motorbike/scooter",6
Drummoyne - Rodd Point,"Car as driver, motorbike/scooter",8
Five Dock - Abbotsford,"Car as driver, motorbike/scooter",7
Leichhardt - Annandale,"Car as driver, motorbike/scooter",4
Lilyfield - Rozelle,"Car as driver, motorbike/scooter",3
Canterbury (North) - Ashbury,"Car as driver, motorbike/scooter",3
Croydon Park - Enfield,"Car as driver, motorbike/scooter",6
Dulwich Hill - Lewisham,"Car as driver, motorbike/scooter",4
Homebush,"Car as driver, motorbike/scooter",6
Chatswood (East) - Artarmon,"Car as driver, motorbike/scooter",5
Chatswood (West) - Lane Cove North,"Car as driver, motorbike/scooter",3
St Leonards - Naremburn,"Car as driver, motorbike/scooter",3
Willoughby - Castle Cove - Northbridge,"Car as driver, motorbike/scooter",6
Asquith - Mount Colah,"Car as driver, motorbike/scooter",4
Berowra - Brooklyn - Cowan,"Car as driver, motorbike/scooter",3
Normanhurst - Thornleigh - Westleigh,"Car as driver, motorbike/scooter",5
Hornsby - East,"Car as driver, motorbike/scooter",3
Waitara - Wahroonga (West),"Car as driver, motorbike/scooter",3
Gordon - Killara,"Car as driver, motorbike/scooter",5
Lindfield - Roseville,"Car as driver, motorbike/scooter",3
Pymble,"Car as driver, motorbike/scooter",5
Wahroonga (East) - Warrawee,"Car as driver, motorbike/scooter",3
Cremorne - Cammeray,"Car as driver, motorbike/scooter",3
Crows Nest - Waverton,"Car as driver, motorbike/scooter",5
Mosman,"Car as driver, motorbike/scooter",3
Neutral Bay - Kirribilli,"Car as driver, motorbike/scooter",4
Balgowlah - Clontarf - Seaforth,"Car as driver, motorbike/scooter",3
Manly - Fairlight,"Car as driver, motorbike/scooter",3
Avalon - Palm Beach,"Car as driver, motorbike/scooter",4
Bayview - Elanora Heights,"Car as driver, motorbike/scooter",5
Newport - Bilgola,"Car as driver, motorbike/scooter",3
Warriewood - Mona Vale,"Car as driver, motorbike/scooter",9
Beacon Hill - Narraweena,"Car as driver, motorbike/scooter",5
Cromer,"Car as driver, motorbike/scooter",3
Dee Why - North Curl Curl,"Car as driver, motorbike/scooter",8
Frenchs Forest - Belrose,"Car as driver, motorbike/scooter",9
Freshwater - Brookvale,"Car as driver, motorbike/scooter",13
Manly Vale - Allambie Heights,"Car as driver, motorbike/scooter",4
Narrabeen - Collaroy,"Car as driver, motorbike/scooter",7
Camden - Ellis Lane,"Car as driver, motorbike/scooter",4
Elderslie - Harrington Park,"Car as driver, motorbike/scooter",3
Mount Annan - Currans Hill,"Car as driver, motorbike/scooter",8
Bradbury - Wedderburn,"Car as driver, motorbike/scooter",8
Campbelltown - Woodbine,"Car as driver, motorbike/scooter",3
Leumeah - Minto Heights,"Car as driver, motorbike/scooter",5
Macquarie Fields - Glenfield,"Car as driver, motorbike/scooter",3
Rosemeadow - Glen Alpine,"Car as driver, motorbike/scooter",3
The Oaks - Oakdale,"Car as driver, motorbike/scooter",4
Blaxland - Warrimoo - Lapstone,"Car as driver, motorbike/scooter",5
Springwood - Winmalee,"Car as driver, motorbike/scooter",3
Castlereagh - Cranebrook,"Car as driver, motorbike/scooter",6
Glenmore Park - Regentville,"Car as driver, motorbike/scooter",5
Jamisontown - South Penrith,"Car as driver, motorbike/scooter",5
Kingswood - Werrington,"Car as driver, motorbike/scooter",14
Mulgoa - Luddenham - Orchard Hills,"Car as driver, motorbike/scooter",3
Penrith,"Car as driver, motorbike/scooter",4
Warragamba - Silverdale,"Car as driver, motorbike/scooter",5
Windsor - Bligh Park,"Car as driver, motorbike/scooter",3
Yarramundi - Londonderry,"Car as driver, motorbike/scooter",5
Erskine Park,"Car as driver, motorbike/scooter",5
St Clair,"Car as driver, motorbike/scooter",4
St Marys - North St Marys,"Car as driver, motorbike/scooter",5
Homebush Bay - Silverwater,"Car as driver, motorbike/scooter",4
Carlingford,"Car as driver, motorbike/scooter",7
Ermington - Rydalmere,"Car as driver, motorbike/scooter",3
Oatlands - Dundas Valley,"Car as driver, motorbike/scooter",4
Greystanes - Pemulwuy,"Car as driver, motorbike/scooter",8
North Parramatta,"Car as driver, motorbike/scooter",4
Northmead,"Car as driver, motorbike/scooter",4
Parramatta - Rosehill,"Car as driver, motorbike/scooter",6
Toongabbie - Constitution Hill,"Car as driver, motorbike/scooter",8
Pendle Hill - Girraween,"Car as driver, motorbike/scooter",5
Epping - North Epping,"Car as driver, motorbike/scooter",5
Eastwood - Denistone,"Car as driver, motorbike/scooter",9
Gladesville - Huntleys Point,"Car as driver, motorbike/scooter",7
Macquarie Park - Marsfield,"Car as driver, motorbike/scooter",6
West Ryde - Meadowbank,"Car as driver, motorbike/scooter",9
Ryde,"Car as driver, motorbike/scooter",4
Austral - Greendale,"Car as driver, motorbike/scooter",3
Hoxton Park - Carnes Hill - Horningsea Park,"Car as driver, motorbike/scooter",5
Casula,"Car as driver, motorbike/scooter",3
Chipping Norton - Moorebank,"Car as driver, motorbike/scooter",4
Holsworthy - Wattle Grove,"Car as driver, motorbike/scooter",6
Liverpool,"Car as driver, motorbike/scooter",5
Prestons - Edmondson Park,"Car as driver, motorbike/scooter",4
Gymea - Grays Point,"Car as driver, motorbike/scooter",3
Miranda - Yowie Bay,"Car as driver, motorbike/scooter",3
Sylvania - Taren Point,"Car as driver, motorbike/scooter",3
Caringbah,"Car as driver, motorbike/scooter",5
Caringbah South,"Car as driver, motorbike/scooter",3
Cronulla - Kurnell - Bundeena,"Car as driver, motorbike/scooter",10
Woolaware - Burraneer,"Car as driver, motorbike/scooter",5
Menai - Lucas Heights - Woronora,"Car as driver, motorbike/scooter",3
Oyster Bay - Como - Jannali,"Car as driver, motorbike/scooter",4
Sutherland - Kirrawee,"Car as driver, motorbike/scooter",9
Engadine,"Car as driver, motorbike/scooter",12
Loftus - Yarrawarrah,"Car as driver, motorbike/scooter",6
Woronora Heights,"Car as driver, motorbike/scooter",3
No Usual Address (NSW),"Car as driver, motorbike/scooter",3
Karabar,"Car as driver, bicycle",3
Queanbeyan,"Car as driver, bicycle",3
Queanbeyan Region,"Car as driver, bicycle",15
Queanbeyan West - Jerrabomberra,"Car as driver, bicycle",13
Jindabyne - Berridale,"Car as driver, bicycle",3
Bega - Tathra,"Car as driver, bicycle",3
Broulee - Tomakin,"Car as driver, bicycle",3
Goulburn,"Car as driver, bicycle",3
Yass,"Car as driver, bicycle",4
Yass Region,"Car as driver, bicycle",4
Erina - Green Point,"Car as driver, bicycle",3
Gosford - Springfield,"Car as driver, bicycle",6
Niagara Park - Lisarow,"Car as driver, bicycle",5
Saratoga - Davistown,"Car as driver, bicycle",3
Terrigal - North Avoca,"Car as driver, bicycle",4
Umina - Booker Bay - Patonga,"Car as driver, bicycle",5
Woy Woy - Blackwall,"Car as driver, bicycle",5
Budgewoi - Buff Point - Halekulani,"Car as driver, bicycle",3
The Entrance,"Car as driver, bicycle",3
Toukley - Norah Head,"Car as driver, bicycle",7
Bathurst,"Car as driver, bicycle",7
Grafton,"Car as driver, bicycle",9
Maclean - Yamba - Iluka,"Car as driver, bicycle",3
Korora - Emerald Beach,"Car as driver, bicycle",4
Broken Hill,"Car as driver, bicycle",3
Kurri Kurri - Abermain,"Car as driver, bicycle",6
Maitland - East,"Car as driver, bicycle",6
Nelson Bay Peninsula,"Car as driver, bicycle",5
Dapto - Avondale,"Car as driver, bicycle",6
Horsley - Kembla Grange,"Car as driver, bicycle",3
Unanderra - Mount Kembla,"Car as driver, bicycle",6
Albion Park Rail,"Car as driver, bicycle",3
Balgownie - Fairy Meadow,"Car as driver, bicycle",3
Corrimal - Tarrawanna - Bellambi,"Car as driver, bicycle",5
Figtree - Keiraville,"Car as driver, bicycle",3
Thirroul - Austinmer - Coalcliff,"Car as driver, bicycle",6
Wollongong - East,"Car as driver, bicycle",7
Wollongong - West,"Car as driver, bicycle",4
Forster,"Car as driver, bicycle",4
Port Macquarie - East,"Car as driver, bicycle",3
Port Macquarie - West,"Car as driver, bicycle",5
Wauchope,"Car as driver, bicycle",3
Taree,"Car as driver, bicycle",4
Albury - East,"Car as driver, bicycle",10
Albury - South,"Car as driver, bicycle",10
Albury Region,"Car as driver, bicycle",3
Lavington,"Car as driver, bicycle",3
Armidale,"Car as driver, bicycle",10
Gunnedah,"Car as driver, bicycle",6
Tamworth - East,"Car as driver, bicycle",6
Charlestown - Dudley,"Car as driver, bicycle",10
Glendale - Cardiff - Hillsborough,"Car as driver, bicycle",7
Valentine - Eleebana,"Car as driver, bicycle",3
Warners Bay - Boolaroo,"Car as driver, bicycle",4
Bonnells Bay - Silverwater,"Car as driver, bicycle",4
Toronto - Awaba,"Car as driver, bicycle",4
Adamstown - Kotara,"Car as driver, bicycle",5
Hamilton - Broadmeadow,"Car as driver, bicycle",12
Lambton - New Lambton,"Car as driver, bicycle",11
Mayfield - Warabrook,"Car as driver, bicycle",12
Merewether - The Junction,"Car as driver, bicycle",12
Newcastle - Cooks Hill,"Car as driver, bicycle",10
Shortland - Jesmond,"Car as driver, bicycle",3
Wallsend - Elermore Vale,"Car as driver, bicycle",4
Waratah - North Lambton,"Car as driver, bicycle",4
Wickham - Carrington - Tighes Hill,"Car as driver, bicycle",13
Ballina,"Car as driver, bicycle",8
Ballina Region,"Car as driver, bicycle",3
Byron Bay,"Car as driver, bicycle",4
Mullumbimby,"Car as driver, bicycle",3
Lismore,"Car as driver, bicycle",11
Kingscliff - Fingal Head,"Car as driver, bicycle",5
Pottsville,"Car as driver, bicycle",3
Tweed Heads,"Car as driver, bicycle",9
Banora Point,"Car as driver, bicycle",5
Terranora - North Tumblegum,"Car as driver, bicycle",3
Tweed Heads South,"Car as driver, bicycle",4
Griffith Region,"Car as driver, bicycle",3
Wagga Wagga - North,"Car as driver, bicycle",4
Wagga Wagga - South,"Car as driver, bicycle",3
Wagga Wagga Region,"Car as driver, bicycle",4
North Nowra - Bomaderry,"Car as driver, bicycle",12
Nowra,"Car as driver, bicycle",6
St Georges Basin - Erowal Bay,"Car as driver, bicycle",5
Ulladulla,"Car as driver, bicycle",4
Baulkham Hills (East),"Car as driver, bicycle",8
West Pennant Hills,"Car as driver, bicycle",3
Castle Hill - North,"Car as driver, bicycle",3
Castle Hill - West,"Car as driver, bicycle",5
Dural - Kenthurst - Wisemans Ferry,"Car as driver, bicycle",5
Galston - Laughtondale,"Car as driver, bicycle",6
Blacktown (North) - Marayong,"Car as driver, bicycle",6
Lalor Park - Kings Langley,"Car as driver, bicycle",3
Parklea - Kellyville Ridge,"Car as driver, bicycle",4
Riverstone - Marsden Park,"Car as driver, bicycle",5
Bidwill - Hebersham - Emerton,"Car as driver, bicycle",3
Hassall Grove - Plumpton,"Car as driver, bicycle",4
Botany,"Car as driver, bicycle",5
Mascot - Eastlakes,"Car as driver, bicycle",9
Pagewood - Hillsdale - Daceyville,"Car as driver, bicycle",6
Marrickville,"Car as driver, bicycle",4
Petersham - Stanmore,"Car as driver, bicycle",9
Sydenham - Tempe - St Peters,"Car as driver, bicycle",8
Erskineville - Alexandria,"Car as driver, bicycle",9
Glebe - Forest Lodge,"Car as driver, bicycle",8
Newtown - Camperdown - Darlington,"Car as driver, bicycle",8
Redfern - Chippendale,"Car as driver, bicycle",10
Surry Hills,"Car as driver, bicycle",5
Sydney - Haymarket - The Rocks,"Car as driver, bicycle",4
Waterloo - Beaconsfield,"Car as driver, bicycle",11
Bondi Beach - North Bondi,"Car as driver, bicycle",11
Bondi Junction - Waverly,"Car as driver, bicycle",6
Double Bay - Bellevue Hill,"Car as driver, bicycle",6
Dover Heights,"Car as driver, bicycle",3
Rose Bay - Vaucluse - Watsons Bay,"Car as driver, bicycle",4
Woollahra,"Car as driver, bicycle",3
Coogee - Clovelly,"Car as driver, bicycle",11
Malabar - La Perouse - Chifley,"Car as driver, bicycle",4
Maroubra - South,"Car as driver, bicycle",5
Randwick - North,"Car as driver, bicycle",7
Randwick - South,"Car as driver, bicycle",4
Padstow,"Car as driver, bicycle",3
Panania - Milperra - Picnic Point,"Car as driver, bicycle",4
Bankstown - North,"Car as driver, bicycle",3
Canterbury (South) - Campsie,"Car as driver, bicycle",3
Kingsgrove (North) - Earlwood,"Car as driver, bicycle",3
Mortdale - Penshurst,"Car as driver, bicycle",3
Arncliffe - Bardwell Valley,"Car as driver, bicycle",5
Kingsgrove (South) - Bardwell Park,"Car as driver, bicycle",3
Kogarah Bay - Carlton - Allawah,"Car as driver, bicycle",3
Sans Souci - Ramsgate,"Car as driver, bicycle",4
Concord West - North Strathfield,"Car as driver, bicycle",3
Drummoyne - Rodd Point,"Car as driver, bicycle",10
Five Dock - Abbotsford,"Car as driver, bicycle",3
Leichhardt - Annandale,"Car as driver, bicycle",5
Ashfield,"Car as driver, bicycle",5
Burwood - Croydon,"Car as driver, bicycle",6
Canterbury (North) - Ashbury,"Car as driver, bicycle",4
Croydon Park - Enfield,"Car as driver, bicycle",3
Dulwich Hill - Lewisham,"Car as driver, bicycle",4
Strathfield,"Car as driver, bicycle",4
Chatswood (East) - Artarmon,"Car as driver, bicycle",4
Chatswood (West) - Lane Cove North,"Car as driver, bicycle",8
Lane Cove - Greenwich,"Car as driver, bicycle",5
Normanhurst - Thornleigh - Westleigh,"Car as driver, bicycle",4
Hornsby - East,"Car as driver, bicycle",4
Lindfield - Roseville,"Car as driver, bicycle",4
Pymble,"Car as driver, bicycle",4
St Ives,"Car as driver, bicycle",5
Wahroonga (East) - Warrawee,"Car as driver, bicycle",4
Cremorne - Cammeray,"Car as driver, bicycle",4
Mosman,"Car as driver, bicycle",6
Neutral Bay - Kirribilli,"Car as driver, bicycle",5
Balgowlah - Clontarf - Seaforth,"Car as driver, bicycle",4
Manly - Fairlight,"Car as driver, bicycle",12
Avalon - Palm Beach,"Car as driver, bicycle",5
Bayview - Elanora Heights,"Car as driver, bicycle",5
Warriewood - Mona Vale,"Car as driver, bicycle",5
Dee Why - North Curl Curl,"Car as driver, bicycle",10
Forestville - Killarney Heights,"Car as driver, bicycle",5
Frenchs Forest - Belrose,"Car as driver, bicycle",6
Freshwater - Brookvale,"Car as driver, bicycle",12
Manly Vale - Allambie Heights,"Car as driver, bicycle",6
Narrabeen - Collaroy,"Car as driver, bicycle",4
Leumeah - Minto Heights,"Car as driver, bicycle",3
Rosemeadow - Glen Alpine,"Car as driver, bicycle",3
Blackheath - Megalong Valley,"Car as driver, bicycle",4
Katoomba - Leura,"Car as driver, bicycle",4
Lawson - Hazelbrook - Linden,"Car as driver, bicycle",4
Penrith,"Car as driver, bicycle",5
Richmond - Clarendon,"Car as driver, bicycle",4
Windsor - Bligh Park,"Car as driver, bicycle",3
Homebush Bay - Silverwater,"Car as driver, bicycle",4
Lidcombe,"Car as driver, bicycle",3
Carlingford,"Car as driver, bicycle",3
Merrylands - Holroyd,"Car as driver, bicycle",3
North Parramatta,"Car as driver, bicycle",3
Northmead,"Car as driver, bicycle",3
Winston Hills,"Car as driver, bicycle",3
Epping - North Epping,"Car as driver, bicycle",3
Pennant Hills - Cheltenham,"Car as driver, bicycle",3
Eastwood - Denistone,"Car as driver, bicycle",8
Gladesville - Huntleys Point,"Car as driver, bicycle",3
North Ryde - East Ryde,"Car as driver, bicycle",4
Ryde,"Car as driver, bicycle",5
Cabramatta - Lansvale,"Car as driver, bicycle",4
Holsworthy - Wattle Grove,"Car as driver, bicycle",3
Gymea - Grays Point,"Car as driver, bicycle",5
Miranda - Yowie Bay,"Car as driver, bicycle",8
Caringbah South,"Car as driver, bicycle",4
Cronulla - Kurnell - Bundeena,"Car as driver, bicycle",9
Woolaware - Burraneer,"Car as driver, bicycle",4
No Usual Address (NSW),"Car as driver, bicycle",4
Karabar,"Car as driver, other",4
Queanbeyan,"Car as driver, other",6
Queanbeyan - East,"Car as driver, other",5
Queanbeyan Region,"Car as driver, other",4
Queanbeyan West - Jerrabomberra,"Car as driver, other",8
Cooma,"Car as driver, other",5
Jindabyne - Berridale,"Car as driver, other",8
Batemans Bay,"Car as driver, other",7
Bega-Eden Hinterland,"Car as driver, other",4
Goulburn,"Car as driver, other",7
Goulburn Region,"Car as driver, other",5
Yass Region,"Car as driver, other",3
Avoca Beach - Copacabana,"Car as driver, other",4
Calga - Kulnura,"Car as driver, other",11
Erina - Green Point,"Car as driver, other",7
Gosford - Springfield,"Car as driver, other",3
Kincumber - Picketts Valley,"Car as driver, other",5
Niagara Park - Lisarow,"Car as driver, other",5
Point Clare - Koolewong,"Car as driver, other",3
Umina - Booker Bay - Patonga,"Car as driver, other",8
Wamberal - Forresters Beach,"Car as driver, other",6
Woy Woy - Blackwall,"Car as driver, other",5
Wyoming,"Car as driver, other",3
Gorokan - Kanwal - Charmhaven,"Car as driver, other",4
Toukley - Norah Head,"Car as driver, other",3
Warnervale - Wadalba,"Car as driver, other",5
Bathurst - East,"Car as driver, other",5
Condobolin,"Car as driver, other",4
Forbes,"Car as driver, other",4
Parkes (NSW),"Car as driver, other",4
Lithgow Region,"Car as driver, other",5
Orange,"Car as driver, other",3
Orange - North,"Car as driver, other",9
Grafton,"Car as driver, other",8
Grafton Region,"Car as driver, other",3
Maclean - Yamba - Iluka,"Car as driver, other",4
Bellingen,"Car as driver, other",4
Coffs Harbour - North,"Car as driver, other",4
Korora - Emerald Beach,"Car as driver, other",4
Sawtell - Boambee,"Car as driver, other",3
Nyngan - Warren,"Car as driver, other",4
Broken Hill,"Car as driver, other",4
Coonabarabran,"Car as driver, other",3
Dubbo - East,"Car as driver, other",5
Dubbo - South,"Car as driver, other",9
Dubbo - West,"Car as driver, other",6
Gilgandra,"Car as driver, other",3
Cessnock,"Car as driver, other",7
Cessnock Region,"Car as driver, other",4
Singleton,"Car as driver, other",4
Maitland - North,"Car as driver, other",3
Maitland - West,"Car as driver, other",7
Nelson Bay Peninsula,"Car as driver, other",4
Muswellbrook,"Car as driver, other",4
Muswellbrook Region,"Car as driver, other",5
Dapto - Avondale,"Car as driver, other",4
Unanderra - Mount Kembla,"Car as driver, other",3
Berkeley - Lake Heights - Cringila,"Car as driver, other",3
Albion Park - Macquarie Pass,"Car as driver, other",5
Albion Park Rail,"Car as driver, other",6
Kiama Hinterland - Gerringong,"Car as driver, other",3
Shellharbour - Flinders,"Car as driver, other",4
Warilla,"Car as driver, other",3
Figtree - Keiraville,"Car as driver, other",5
Helensburgh,"Car as driver, other",4
Woonona - Bulli - Russell Vale,"Car as driver, other",4
Wollongong - East,"Car as driver, other",9
Wollongong - West,"Car as driver, other",9
Bulahdelah - Stroud,"Car as driver, other",3
Forster,"Car as driver, other",3
Tuncurry,"Car as driver, other",6
Laurieton - Bonny Hills,"Car as driver, other",3
Port Macquarie - East,"Car as driver, other",8
Port Macquarie - West,"Car as driver, other",4
Port Macquarie Region,"Car as driver, other",3
Old Bar - Manning Point - Red Head,"Car as driver, other",3
Taree Region,"Car as driver, other",7
Albury - East,"Car as driver, other",6
Albury - South,"Car as driver, other",5
Albury Region,"Car as driver, other",4
Corowa Region,"Car as driver, other",3
Armidale,"Car as driver, other",4
Armidale Region - North,"Car as driver, other",3
Tenterfield,"Car as driver, other",4
Narrabri,"Car as driver, other",3
Tamworth - East,"Car as driver, other",3
Tamworth - North,"Car as driver, other",4
Belmont - Bennetts Green,"Car as driver, other",4
Charlestown - Dudley,"Car as driver, other",10
Glendale - Cardiff - Hillsborough,"Car as driver, other",7
Swansea - Caves Beach,"Car as driver, other",9
Valentine - Eleebana,"Car as driver, other",5
Warners Bay - Boolaroo,"Car as driver, other",4
Toronto - Awaba,"Car as driver, other",4
Wangi Wangi - Rathmines,"Car as driver, other",3
Adamstown - Kotara,"Car as driver, other",7
Beresfield - Hexham,"Car as driver, other",6
Hamilton - Broadmeadow,"Car as driver, other",3
Lambton - New Lambton,"Car as driver, other",5
Maryland - Fletcher - Minmi,"Car as driver, other",3
Mayfield - Warabrook,"Car as driver, other",9
Merewether - The Junction,"Car as driver, other",3
Newcastle - Cooks Hill,"Car as driver, other",6
Shortland - Jesmond,"Car as driver, other",5
Waratah - North Lambton,"Car as driver, other",3
Ballina,"Car as driver, other",3
Byron Bay,"Car as driver, other",5
Evans Head,"Car as driver, other",3
Lennox Head - Skennars Head,"Car as driver, other",6
Mullumbimby,"Car as driver, other",5
Kyogle,"Car as driver, other",3
Kingscliff - Fingal Head,"Car as driver, other",6
Murwillumbah Region,"Car as driver, other",3
Pottsville,"Car as driver, other",6
Banora Point,"Car as driver, other",3
Griffith (NSW),"Car as driver, other",6
Griffith Region,"Car as driver, other",9
Narrandera,"Car as driver, other",3
Wagga Wagga - East,"Car as driver, other",3
Wagga Wagga - South,"Car as driver, other",5
Wagga Wagga Region,"Car as driver, other",4
St Georges Basin - Erowal Bay,"Car as driver, other",3
Bowral,"Car as driver, other",3
Hill Top - Colo Vale,"Car as driver, other",3
Baulkham Hills (East),"Car as driver, other",6
Baulkham Hills (West) - Bella Vista,"Car as driver, other",9
Glenhaven,"Car as driver, other",5
West Pennant Hills,"Car as driver, other",4
Castle Hill - Central,"Car as driver, other",8
Castle Hill - South,"Car as driver, other",4
Cherrybrook,"Car as driver, other",6
Kellyville,"Car as driver, other",6
Dural - Kenthurst - Wisemans Ferry,"Car as driver, other",5
Galston - Laughtondale,"Car as driver, other",6
Kurrajong Heights - Ebenezer,"Car as driver, other",9
Rouse Hill - Beaumont Hills,"Car as driver, other",11
Blacktown (East) - Kings Park,"Car as driver, other",7
Doonside - Woodcroft,"Car as driver, other",4
Lalor Park - Kings Langley,"Car as driver, other",8
Seven Hills - Toongabbie,"Car as driver, other",4
Blacktown (West),"Car as driver, other",6
Glenwood,"Car as driver, other",7
Parklea - Kellyville Ridge,"Car as driver, other",9
Riverstone - Marsden Park,"Car as driver, other",5
Quakers Hill,"Car as driver, other",11
Hassall Grove - Plumpton,"Car as driver, other",4
Lethbridge Park - Tregear,"Car as driver, other",4
Rooty Hill - Minchinbury,"Car as driver, other",5
Botany,"Car as driver, other",10
Mascot - Eastlakes,"Car as driver, other",4
Pagewood - Hillsdale - Daceyville,"Car as driver, other",12
Marrickville,"Car as driver, other",4
Petersham - Stanmore,"Car as driver, other",7
Sydenham - Tempe - St Peters,"Car as driver, other",3
Darlinghurst,"Car as driver, other",5
Erskineville - Alexandria,"Car as driver, other",7
Glebe - Forest Lodge,"Car as driver, other",9
Newtown - Camperdown - Darlington,"Car as driver, other",5
Potts Point - Woolloomooloo,"Car as driver, other",4
Redfern - Chippendale,"Car as driver, other",9
Surry Hills,"Car as driver, other",5
Sydney - Haymarket - The Rocks,"Car as driver, other",6
Waterloo - Beaconsfield,"Car as driver, other",7
Bondi - Tamarama - Bronte,"Car as driver, other",6
Bondi Beach - North Bondi,"Car as driver, other",3
Bondi Junction - Waverly,"Car as driver, other",8
Double Bay - Bellevue Hill,"Car as driver, other",8
Dover Heights,"Car as driver, other",6
Paddington - Moore Park,"Car as driver, other",9
Rose Bay - Vaucluse - Watsons Bay,"Car as driver, other",4
Woollahra,"Car as driver, other",5
Coogee - Clovelly,"Car as driver, other",4
Malabar - La Perouse - Chifley,"Car as driver, other",3
Kensington (NSW),"Car as driver, other",4
Kingsford,"Car as driver, other",3
Maroubra - North,"Car as driver, other",8
Maroubra - South,"Car as driver, other",3
Maroubra - West,"Car as driver, other",3
Randwick - North,"Car as driver, other",8
Randwick - South,"Car as driver, other",5
Condell Park,"Car as driver, other",4
Greenacre - Mount Lewis,"Car as driver, other",8
Padstow,"Car as driver, other",5
Panania - Milperra - Picnic Point,"Car as driver, other",7
Belmore - Belfield,"Car as driver, other",6
Canterbury (South) - Campsie,"Car as driver, other",6
Kingsgrove (North) - Earlwood,"Car as driver, other",8
Roselands,"Car as driver, other",5
Lakemba,"Car as driver, other",4
Hurstville,"Car as driver, other",6
Mortdale - Penshurst,"Car as driver, other",4
Narwee - Beverly Hills,"Car as driver, other",3
Riverwood,"Car as driver, other",4
South Hurstville - Blakehurst,"Car as driver, other",4
Arncliffe - Bardwell Valley,"Car as driver, other",5
Kingsgrove (South) - Bardwell Park,"Car as driver, other",5
Kogarah Bay - Carlton - Allawah,"Car as driver, other",3
Monterey - Brighton-le-Sands - Kyeemagh,"Car as driver, other",5
Concord - Mortlake - Cabarita,"Car as driver, other",11
Concord West - North Strathfield,"Car as driver, other",4
Drummoyne - Rodd Point,"Car as driver, other",8
Balmain,"Car as driver, other",12
Leichhardt - Annandale,"Car as driver, other",7
Ashfield,"Car as driver, other",4
Burwood - Croydon,"Car as driver, other",3
Canterbury (North) - Ashbury,"Car as driver, other",4
Croydon Park - Enfield,"Car as driver, other",6
Dulwich Hill - Lewisham,"Car as driver, other",7
Haberfield - Summer Hill,"Car as driver, other",3
Strathfield,"Car as driver, other",5
Chatswood (West) - Lane Cove North,"Car as driver, other",15
Lane Cove - Greenwich,"Car as driver, other",5
St Leonards - Naremburn,"Car as driver, other",8
Willoughby - Castle Cove - Northbridge,"Car as driver, other",13
Asquith - Mount Colah,"Car as driver, other",12
Berowra - Brooklyn - Cowan,"Car as driver, other",12
Normanhurst - Thornleigh - Westleigh,"Car as driver, other",10
Hornsby - West,"Car as driver, other",6
Gordon - Killara,"Car as driver, other",10
Lindfield - Roseville,"Car as driver, other",8
Pymble,"Car as driver, other",6
St Ives,"Car as driver, other",6
Turramurra,"Car as driver, other",6
Cremorne - Cammeray,"Car as driver, other",3
Crows Nest - Waverton,"Car as driver, other",8
Mosman,"Car as driver, other",11
North Sydney - Lavender Bay,"Car as driver, other",3
Balgowlah - Clontarf - Seaforth,"Car as driver, other",4
Manly - Fairlight,"Car as driver, other",5
Avalon - Palm Beach,"Car as driver, other",4
Bayview - Elanora Heights,"Car as driver, other",38
Newport - Bilgola,"Car as driver, other",4
Warriewood - Mona Vale,"Car as driver, other",14
Beacon Hill - Narraweena,"Car as driver, other",9
Dee Why - North Curl Curl,"Car as driver, other",11
Forestville - Killarney Heights,"Car as driver, other",10
Frenchs Forest - Belrose,"Car as driver, other",8
Freshwater - Brookvale,"Car as driver, other",6
Manly Vale - Allambie Heights,"Car as driver, other",8
Narrabeen - Collaroy,"Car as driver, other",11
Camden - Ellis Lane,"Car as driver, other",3
Elderslie - Harrington Park,"Car as driver, other",9
Mount Annan - Currans Hill,"Car as driver, other",7
Ingleburn - Denham Court,"Car as driver, other",3
Minto - St Andrews,"Car as driver, other",4
Rosemeadow - Glen Alpine,"Car as driver, other",5
The Oaks - Oakdale,"Car as driver, other",4
Blaxland - Warrimoo - Lapstone,"Car as driver, other",9
Lawson - Hazelbrook - Linden,"Car as driver, other",3
Springwood - Winmalee,"Car as driver, other",9
Cambridge Park,"Car as driver, other",8
Castlereagh - Cranebrook,"Car as driver, other",6
Kingswood - Werrington,"Car as driver, other",10
Warragamba - Silverdale,"Car as driver, other",5
Erskine Park,"Car as driver, other",3
St Marys - North St Marys,"Car as driver, other",4
Homebush Bay - Silverwater,"Car as driver, other",10
Auburn - Central,"Car as driver, other",5
Berala,"Car as driver, other",3
Lidcombe,"Car as driver, other",4
Regents Park,"Car as driver, other",3
Carlingford,"Car as driver, other",3
Ermington - Rydalmere,"Car as driver, other",5
Oatlands - Dundas Valley,"Car as driver, other",4
Fairfield - East,"Car as driver, other",3
